,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales_Predicted
168,FDS48,OUT045,2294.9297049339903,2675.75800538083
169,FDK26,OUT010,510.1181863046192,605.8293434810672
170,FDD23,OUT045,3171.051252512465,2675.75800538083
171,NCH54,OUT017,2662.3880449566946,2679.3459065892944
172,NCP14,OUT010,294.5017456695191,562.6489251226145
173,FDM60,OUT010,-87.28007999492797,572.447752831895
174,FDV24,OUT017,2366.6427605524427,2679.3459065892944
175,FDH08,OUT018,3540.6088731007953,3299.218824482312
176,FDS12,OUT027,3202.896727831236,2659.3513632292406
177,FDR39,OUT027,4972.63653605245,4217.908874124449
178,FDP12,OUT027,1337.3517724664146,1347.4911101398345
179,DRF60,OUT027,5882.493911171132,5433.756941314657
180,FDC09,OUT035,1665.2587034272349,1745.3542314729639
181,FDF50,OUT018,3275.004138172744,2539.7027043541752
182,FDG28,OUT035,3958.6912895321757,3676.5237942188273
183,NCE19,OUT017,986.8047185012376,974.7391903977081
184,NCM53,OUT010,304.34881644334774,562.6489251226145
185,NCN18,OUT049,1809.6317528109064,1745.3542314729639
186,FDF32,OUT035,3320.272533867968,2695.1974241952094
187,FDF11,OUT013,3973.005651691057,3667.407930444468
188,DRI59,OUT049,3730.458276295049,3667.407930444468
189,NCG54,OUT035,2832.6235826090297,2695.1974241952094
190,FDM44,OUT046,1661.3790799713654,1745.3542314729639
191,FDT57,OUT018,3612.3043198927653,3299.218824482312
192,FDV24,OUT046,2366.6427605524427,2683.17334650151
193,FDI50,OUT019,610.0643035840809,697.4415557293636
194,FDS09,OUT035,850.4034786915806,975.2677335452612
195,NCC31,OUT027,3864.432744072884,4217.908874124449
196,FDQ07,OUT019,592.5661819978078,697.4415557293636
197,FDC22,OUT017,3273.9671655953434,2679.3459065892944
198,FDZ56,OUT046,2785.4465332500395,2683.17334650151
199,FDZ40,OUT019,-25.432204348825806,573.2869745695981
200,FDS46,OUT027,3240.812639457025,2659.3513632292406
201,DRD24,OUT045,2049.386112793443,2675.75800538083
202,FDV45,OUT017,3203.5823024540387,2679.3459065892944
203,FDL26,OUT045,2521.6523333878235,2675.75800538083
204,FDA56,OUT018,1698.5409266468698,1682.2463033346698
205,FDN27,OUT046,1860.698191300355,1745.3542314729639
206,FDM20,OUT049,3896.7847651935604,3667.407930444468
207,FDO16,OUT017,1357.553250151024,1745.3542314729639
208,FDL03,OUT035,3328.1138543111133,2695.1974241952094
209,FDE58,OUT046,1858.0818507103995,1745.3542314729639
210,FDI02,OUT027,3050.9510521943707,2659.3513632292406
211,NCC55,OUT019,-89.37070279998751,573.2869745695981
212,FDR03,OUT018,3216.0026642300154,3299.218824482312
213,FDB14,OUT017,1465.344329771151,1745.3542314729639
214,FDR45,OUT013,3943.941968885476,3667.407930444468
215,NCN07,OUT017,1954.1490453477552,1745.3542314729639
216,FDM51,OUT019,293.95723676852697,560.3183514266824
217,FDT52,OUT027,5919.447828935327,5433.756941314657
218,FDL26,OUT046,2407.492641862576,2683.17334650151
219,NCZ42,OUT046,3860.621043695431,3656.724596852401
220,DRI47,OUT019,346.8909113568683,606.12246714273
221,FDW40,OUT013,2116.885299375312,2679.3459065892944
222,FDN34,OUT046,2792.948515531382,2683.17334650151
223,FDS01,OUT035,3026.224760749181,2695.1974241952094
224,NCG55,OUT045,1825.4817182252107,1745.3542314729639
225,FDC11,OUT035,1510.7772154461761,1745.3542314729639
226,FDX35,OUT018,3506.885884130172,3299.218824482312
227,NCB06,OUT046,2723.229487961744,2683.17334650151
228,FDR09,OUT019,781.3095238419768,697.4415557293636
229,FDC53,OUT017,1531.9057052949465,1745.3542314729639
230,FDY45,OUT013,3936.439986604133,3667.407930444468
231,FDA22,OUT010,452.8082765798124,605.8293434810672
232,FDE02,OUT035,1596.6267717558649,1745.3542314729639
233,FDW21,OUT045,1602.4006878141654,1745.3542314729639
234,FDV34,OUT046,1065.5654389812455,974.7391903977081
235,FDS59,OUT049,1712.0894308112918,1745.3542314729639
236,NCW17,OUT017,1954.1490453477552,1745.3542314729639
237,NCK54,OUT046,1853.7285519435748,1745.3542314729639
238,FDG17,OUT019,745.2381887506406,697.4415557293636
239,FDG35,OUT017,2822.0121983369627,2679.3459065892944
240,FDD08,OUT010,-87.58359391604144,572.447752831895
241,NCO07,OUT017,3403.975817271077,3667.407930444468
242,FDJ10,OUT010,296.8536879719865,605.8293434810672
243,FDW36,OUT017,1704.8453018714542,1745.3542314729639
244,FDW21,OUT010,304.6523303644612,562.6489251226145
245,FDY19,OUT017,1901.548072610488,1745.3542314729639
246,DRE03,OUT013,839.2477840393155,974.7391903977081
247,NCC55,OUT049,718.3871996973961,974.7391903977081
248,FDH52,OUT010,67.52796772705011,572.447752831895
249,FDO09,OUT017,3940.919449828855,3667.407930444468
250,FDU43,OUT045,3772.9448138761436,3667.407930444468
251,FDX09,OUT010,430.78205482689964,605.8293434810672
252,FDH40,OUT019,216.90218885262027,560.3183514266824
253,FDW58,OUT017,1636.501876585063,1745.3542314729639
254,FDC47,OUT017,3730.7161296365525,3667.407930444468
255,NCR41,OUT035,1560.6625321371182,1745.3542314729639
256,DRG49,OUT035,3951.1893072508337,3676.5237942188273
257,FDC52,OUT027,3878.904365711006,4217.908874124449
258,FDY13,OUT046,1074.0991954780147,974.7391903977081
259,FDY35,OUT013,796.7573695798587,974.7391903977081
260,FDI35,OUT017,3137.6728742627315,2679.3459065892944
261,NCU18,OUT049,2111.255335123656,2679.3459065892944
262,FDY33,OUT018,2511.391105082062,2539.7027043541752
263,FDC15,OUT027,4195.075361195377,4217.908874124449
264,FDU01,OUT049,3210.826431393877,2679.3459065892944
265,NCU42,OUT046,2778.47689389326,2683.17334650151
266,NCV29,OUT018,2757.319834642661,2539.7027043541752
267,NCY30,OUT017,3157.438228058494,2679.3459065892944
268,FDQ46,OUT049,1816.6013921676865,1745.3542314729639
269,FDG58,OUT027,3878.904365711006,4217.908874124449
270,FDK33,OUT017,3531.183206147961,3667.407930444468
271,NCD07,OUT045,1782.0154963251218,1745.3542314729639
272,NCX29,OUT027,3604.1539032568817,4217.908874124449
273,NCT42,OUT013,2391.423491777826,2679.3459065892944
274,DRN59,OUT035,822.179705423193,975.2677335452612
275,FDI44,OUT035,1306.2863487074185,1745.3542314729639
276,FDA45,OUT049,3012.670100002041,2679.3459065892944
277,FDP31,OUT045,1079.0536182355315,974.7391903977081
278,FDY01,OUT046,1909.0500548918296,1745.3542314729639
279,FDT09,OUT018,1742.310662468072,1682.2463033346698
280,DRH03,OUT027,2481.31198941044,2659.3513632292406
281,FDA36,OUT018,2986.09771493393,2539.7027043541752
282,NCF31,OUT017,2400.523002505796,2679.3459065892944
283,FDG14,OUT049,2414.736770802414,2679.3459065892944
284,FDG28,OUT027,5919.447828935327,5433.756941314657
285,FDU14,OUT049,3896.7847651935604,3667.407930444468
286,FDY47,OUT019,331.98354421286035,560.3183514266824
287,FDI56,OUT049,1389.2410688619138,1745.3542314729639
288,DRD01,OUT013,1004.5318349316929,974.7391903977081
289,FDM22,OUT046,1001.2763401393596,974.7391903977081
290,FDH33,OUT013,770.345987777602,974.7391903977081
291,DRZ24,OUT013,1892.4485618825174,1745.3542314729639
292,NCQ38,OUT046,1704.8453018714542,1745.3542314729639
293,FDO16,OUT027,2375.818044463548,2659.3513632292406
294,FDU07,OUT027,3871.4023834296636,4217.908874124449
295,NCB07,OUT013,3250.3960332292518,2679.3459065892944
296,FDU48,OUT045,1822.1730164211301,1745.3542314729639
297,NCM43,OUT045,2654.1327729332465,2675.75800538083
298,FDR31,OUT010,335.8600862859218,605.8293434810672
299,DRK49,OUT018,666.4231700233423,975.8248691725796
300,NCI30,OUT010,703.6246471360829,700.9630571208847
301,DRD60,OUT017,3108.6091914571502,2679.3459065892944
302,NCG19,OUT046,3828.108126859488,3656.724596852401
303,FDH12,OUT035,1690.1359068135373,1745.3542314729639
304,FDM32,OUT035,1435.6309701505506,1745.3542314729639
305,FDM27,OUT035,2652.3977194134327,2695.1974241952094
306,NCU53,OUT027,4333.612526923056,4217.908874124449
307,NCQ18,OUT046,1619.1924267404934,1745.3542314729639
308,FDS10,OUT013,2962.9785613054414,2679.3459065892944
309,FDB33,OUT027,4310.982107432033,4217.908874124449
310,FDI12,OUT013,1346.5204480930468,1745.3542314729639
311,NCW42,OUT013,3763.78683163969,3667.407930444468
312,NCC06,OUT018,1735.0375091901785,1682.2463033346698
313,FDW02,OUT017,2049.712956593988,1745.3542314729639
314,NCD43,OUT017,1629.5322372282828,1745.3542314729639
315,FDM57,OUT018,1167.1613527454792,1682.2463033346698
316,FDA58,OUT017,3824.1244611521215,3667.407930444468
317,FDK56,OUT046,3203.5823024540387,2683.17334650151
318,FDP52,OUT045,3762.5288986978444,3667.407930444468
319,FDW20,OUT018,1742.310662468072,1682.2463033346698
320,FDS52,OUT049,1636.2440232435586,1745.3542314729639
321,NCT29,OUT018,1630.8014154536484,1682.2463033346698
322,NCL54,OUT013,2996.8588032587945,2679.3459065892944
323,FDC05,OUT045,3247.997334305131,2675.75800538083
324,FDF34,OUT035,3328.1138543111133,2695.1974241952094
325,FDP03,OUT027,3326.305456349233,2659.3513632292406
326,FDD32,OUT010,227.5972824485544,562.6489251226145
327,FDZ10,OUT045,1841.5861084191688,1745.3542314729639
328,FDZ40,OUT035,930.982627057011,975.2677335452612
329,FDD51,OUT018,715.154004449946,975.8248691725796
330,NCY30,OUT019,461.4918414174662,606.12246714273
331,FDP58,OUT017,3576.2422711548616,3667.407930444468
332,FDV49,OUT017,3933.417467547513,3667.407930444468
333,FDY24,OUT019,-14.36390793254086,573.2869745695981
334,NCO55,OUT017,1663.995420561321,1745.3542314729639
335,FDR13,OUT017,1840.7066296054386,1745.3542314729639
336,FDS51,OUT017,1129.0232225762504,974.7391903977081
337,FDP26,OUT045,1588.9050117229403,1745.3542314729639
338,NCB54,OUT027,3232.032694298519,2659.3513632292406
339,FDF32,OUT017,3222.998961413913,2679.3459065892944
340,FDN31,OUT018,2986.09771493393,2539.7027043541752
341,DRM48,OUT017,725.6146923956802,974.7391903977081
342,FDN20,OUT049,2785.188679908536,2679.3459065892944
343,DRL01,OUT046,3842.5797484976097,3656.724596852401
344,FDV56,OUT049,1643.7460055249005,1745.3542314729639
345,DRH13,OUT027,2708.120273819589,2659.3513632292406
346,FDA03,OUT017,2242.2773597256974,2679.3459065892944
347,FDF47,OUT027,5751.654672324059,5433.756941314657
348,FDX32,OUT046,2414.9946241439184,2683.17334650151
349,FDX57,OUT049,1582.6160561348727,1745.3542314729639
350,NCA30,OUT045,3204.8704505668456,2675.75800538083
351,FDO49,OUT013,875.8134491262387,974.7391903977081
352,FDL04,OUT019,312.8057240183592,560.3183514266824
353,DRM48,OUT035,723.4564742557909,975.2677335452612
354,FDR16,OUT013,3538.6851884293037,3667.407930444468
355,NCC19,OUT018,3042.0109564371123,2539.7027043541752
356,NCE42,OUT045,3748.0572770597223,3667.407930444468
357,FDY24,OUT017,1157.6816943906426,974.7391903977081
358,FDH19,OUT049,2910.629372793805,2679.3459065892944
359,FDJ46,OUT013,2776.34702252207,2679.3459065892944
360,FDN45,OUT010,595.5845965258641,700.9630571208847
361,FDY08,OUT035,2015.7977163448666,1745.3542314729639
362,FDZ37,OUT035,1431.7988304800824,1745.3542314729639
363,NCT30,OUT045,847.3080237149197,974.7391903977081
364,DRY23,OUT018,696.5481188501442,975.8248691725796
365,NCZ30,OUT018,1735.0375091901785,1682.2463033346698
366,FDC44,OUT018,1689.4061758096914,1682.2463033346698
367,FDB45,OUT035,1726.1001464322842,1745.3542314729639
368,FDY04,OUT013,2721.631959515116,2679.3459065892944
369,FDM27,OUT046,2730.731470243086,2683.17334650151
370,FDZ43,OUT017,3904.5446008164063,3667.407930444468
371,FDT39,OUT019,370.8373207980029,606.12246714273
372,NCC06,OUT019,361.59033575021584,560.3183514266824
373,FDL15,OUT027,3871.4023834296636,4217.908874124449
374,FDL57,OUT017,3940.919449828855,3667.407930444468
375,FDU08,OUT046,1628.7784066872287,1745.3542314729639
376,FDK40,OUT017,3933.417467547513,3667.407930444468
377,FDQ12,OUT010,647.6122755819594,700.9630571208847
378,FDS48,OUT017,2364.026419962488,2679.3459065892944
379,FDP09,OUT045,3471.186001847434,3667.407930444468
380,FDW21,OUT049,1592.5563137269778,1745.3542314729639
381,FDY25,OUT035,3162.75588017292,2695.1974241952094
382,DRE13,OUT017,1332.0822377615646,1745.3542314729639
383,FDV43,OUT019,-59.85278181541233,573.2869745695981
384,FDD22,OUT045,1750.3788710706485,1745.3542314729639
385,FDM46,OUT019,247.0128581169308,560.3183514266824
386,NCO30,OUT010,488.9710750162686,605.8293434810672
387,FDM25,OUT046,2829.049659389632,2683.17334650151
388,NCN41,OUT049,1885.5477667198595,1745.3542314729639
389,FDU24,OUT045,1543.20633266439,1745.3542314729639
390,FDZ50,OUT046,3171.909849696616,2683.17334650151
391,FDP45,OUT013,3943.941968885476,3667.407930444468
392,NCM54,OUT045,1837.232809652344,1745.3542314729639
393,FDW10,OUT019,451.8951348877817,606.12246714273
394,FDP20,OUT017,1885.8056200613642,1745.3542314729639
395,FDK32,OUT046,2414.9946241439184,2683.17334650151
396,FDN52,OUT049,1424.2365951195136,1745.3542314729639
397,FDM58,OUT045,1755.2645127620347,1745.3542314729639
398,FDZ46,OUT027,2956.6782901436573,2659.3513632292406
399,NCA18,OUT018,1616.9408819648288,1682.2463033346698
400,FDD35,OUT046,1983.2127281533365,1745.3542314729639
401,NCK31,OUT035,822.179705423193,975.2677335452612
402,FDI40,OUT027,2831.5290023375865,2659.3513632292406
403,FDT50,OUT019,247.31637203804425,560.3183514266824
404,NCT06,OUT046,2672.7936267048754,2683.17334650151
405,FDT31,OUT035,3257.728991169809,2695.1974241952094
406,FDT45,OUT049,932.8829918553964,974.7391903977081
407,FDT13,OUT045,3134.485587425542,2675.75800538083
408,FDO50,OUT045,1418.1747706778226,1745.3542314729639
409,NCU18,OUT010,300.03532506050294,605.8293434810672
410,NCR54,OUT049,3259.2376906157174,2679.3459065892944
411,NCO18,OUT018,2793.8164171859694,2539.7027043541752
412,FDU09,OUT045,999.6259809376908,974.7391903977081
413,FDT13,OUT018,2986.09771493393,2539.7027043541752
414,FDE09,OUT046,1748.5158202227994,1745.3542314729639
415,NCK53,OUT019,323.260514384769,560.3183514266824
416,FDG45,OUT049,3530.925352806457,3667.407930444468
417,DRH15,OUT035,822.179705423193,975.2677335452612
418,FDO21,OUT019,610.0643035840809,697.4415557293636
419,FDD14,OUT027,5083.60524844127,4217.908874124449
420,FDC09,OUT046,1644.0038588664047,1745.3542314729639
421,FDH45,OUT027,1417.7467281400834,1347.4911101398345
422,FDV32,OUT046,1058.0634566999038,974.7391903977081
423,FDG12,OUT035,1930.3048994526598,1745.3542314729639
424,FDS32,OUT013,1952.5515169011264,2679.3459065892944
425,NCL55,OUT018,3641.7562553756175,3299.218824482312
426,DRE01,OUT035,3881.908732104564,3676.5237942188273
427,DRE15,OUT049,1205.0712963972894,1745.3542314729639
428,NCL42,OUT045,3810.0221293785175,3667.407930444468
429,FDP31,OUT013,1083.9594722295333,974.7391903977081
430,FDN33,OUT018,1315.8515957993868,1682.2463033346698
431,FDZ59,OUT046,2730.731470243086,2683.17334650151
432,FDE45,OUT010,461.167128699647,605.8293434810672
433,FDJ07,OUT013,1824.1051365961264,1745.3542314729639
434,FDQ45,OUT018,2972.527270844587,2539.7027043541752
435,FDM33,OUT027,5584.6823275501965,5433.756941314657
436,FDO15,OUT010,175.06858272719586,562.6489251226145
437,FDM46,OUT013,1380.3994114754478,1745.3542314729639
438,FDR03,OUT045,3356.6206498469464,3667.407930444468
439,FDY49,OUT018,2573.608150370358,2539.7027043541752
440,FDQ60,OUT045,1799.1034585531988,1745.3542314729639
441,FDW10,OUT049,2910.629372793805,2679.3459065892944
442,FDO51,OUT049,793.9446612824254,974.7391903977081
443,FDJ40,OUT018,1459.362054159384,1682.2463033346698
444,FDS20,OUT018,2896.467294656355,2539.7027043541752
445,FDU45,OUT013,1815.261717062562,1745.3542314729639
446,FDV02,OUT035,2839.59322196581,2695.1974241952094
447,FDN09,OUT046,3897.042618535064,3656.724596852401
448,NCM55,OUT027,5145.439655057555,4217.908874124449
449,FDN23,OUT018,2022.936994564673,2539.7027043541752
450,FDY31,OUT010,335.5565723648084,605.8293434810672
451,FDW03,OUT010,304.6523303644612,562.6489251226145
452,FDD14,OUT046,3164.4078674152747,2683.17334650151
453,FDV23,OUT017,1954.1490453477552,1745.3542314729639
454,DRI03,OUT045,2841.7905111068108,2675.75800538083
455,FDN13,OUT035,1633.0143715635966,1745.3542314729639
456,FDF45,OUT027,1836.031074525476,1347.4911101398345
457,FDU46,OUT035,1418.2557490455897,1745.3542314729639
458,FDB57,OUT049,3724.3491258283943,3667.407930444468
459,FDV12,OUT049,1577.4177752710232,1745.3542314729639
460,FDQ58,OUT013,2346.085444626325,2679.3459065892944
461,NCA18,OUT017,1826.235007967317,1745.3542314729639
462,FDH52,OUT049,1065.3075856397413,974.7391903977081
463,FDM24,OUT018,2195.654258982894,2539.7027043541752
464,NCP43,OUT027,4972.63653605245,4217.908874124449
465,NCO18,OUT019,461.4918414174662,606.12246714273
466,FDM32,OUT017,1421.8781078710626,1745.3542314729639
467,NCL07,OUT017,737.9696979159839,974.7391903977081
468,FDK03,OUT013,3943.941968885476,3667.407930444468
469,FDP59,OUT017,1712.347284152796,1745.3542314729639
470,FDQ24,OUT049,3888.702049953153,3667.407930444468
471,FDQ16,OUT018,1459.0585402382706,1682.2463033346698
472,FDU44,OUT013,2665.643539749028,2679.3459065892944
473,FDH28,OUT010,-97.73487036133785,572.447752831895
474,FDV28,OUT019,-99.8254931663974,573.2869745695981
475,FDM22,OUT045,932.1015741445343,974.7391903977081
476,FDR56,OUT046,3273.9671655953434,2683.17334650151
477,FDV39,OUT049,3266.207329972497,2679.3459065892944
478,FDU37,OUT019,219.73267959612824,560.3183514266824
